**********************Check Process Result(CheckImageByService)**********************
Index	Service	File Path	Total Screenshots	Adapted Screenshots
1203	includes	includes/storsimple-create-volume.md	5	0
1204	includes	includes/storsimple-create-volume-container.md	3	0
1205	includes	includes/storsimple-create-volume-u2.md	5	0
1206	includes	includes/storsimple-get-iqn.md	1	0
1207	includes	includes/storsimple-get-service-registration-key.md	6	0
1208	includes	includes/storsimple-get-service-registration-key-gov.md	5	0
1209	includes	includes/storsimple-install-mpio-windows-server.md	6	0
1210	includes	includes/storsimple-install-sharepoint-adapter.md	4	0
1211	includes	includes/storsimple-install-troubleshooting.md	1	0
1212	includes	includes/storsimple-install-update-option-1.md	2	0
1213	includes	includes/storsimple-install-update-via-portal.md	8	0
1214	includes	includes/storsimple-install-update2-hotfix.md	2	0
1215	includes	includes/storsimple-install-update2-via-portal.md	4	0
1216	includes	includes/storsimple-install-update5-hotfix.md	2	0
1217	includes	includes/storsimple-modify-volume-container.md	3	0
1218	includes	includes/storsimple-mount-initialize-format-volume.md	2	0
1219	includes	includes/storsimple-ova-configure-new-storage-account.md	2	0
1220	includes	includes/storsimple-ova-create-new-service.md	2	0
1221	includes	includes/storsimple-ova-get-service-registration-key.md	1	0
1222	includes	includes/storsimple-ova-install-update-via-portal.md	7	0
1223	includes	includes/storsimple-sas-cable-8600.md	3	0
1224	includes	includes/storsimple-sharepoint-adapter-configure-rbs.md	4	0
1225	includes	includes/storsimple-sharepoint-adapter-garbage-collection.md	1	0
1226	includes	includes/storsimple-take-backup.md	5	0
1227	includes	includes/storsimple-use-putty.md	2	0
1228	includes	includes/storsimple-virtual-array-create-new-service.md	2	0
1229	includes	includes/storsimple-virtual-array-install-update-via-portal.md	13	0
1230	includes	includes/storsimple-virtual-array-install-update-via-portal-04.md	13	0
1231	includes	includes/storsimple-virtual-array-install-update-via-portal-1.md	14	0
1232	includes	includes/storsimple-virtual-array-install-update-via-portal-11.md	14	0
1233	includes	includes/virtual-machines-ag-listener-configure.md	7	0
1234	includes	includes/virtual-machines-autoscale.md	3	0
1235	includes	includes/virtual-machines-buy-compute-reservations.md	2	0
1236	includes	includes/virtual-machines-choose-me-content.md	1	0
1237	includes	includes/virtual-machines-classic-recovery-disks-portal.md	4	0
1238	includes	includes/virtual-machines-common-allocation-failure.md	3	0
1239	includes	includes/virtual-machines-common-backup-and-disaster-recovery-for-azure-iaas-disks.md	2	0
1240	includes	includes/virtual-machines-common-boot-diagnostics.md	7	0
1241	includes	includes/virtual-machines-common-classic-configure-availability.md	6	0
1242	includes	includes/virtual-machines-common-classic-connect-vms.md	8	0
1243	includes	includes/virtual-machines-common-classic-create-manage-visual-studio.md	11	0
1244	includes	includes/virtual-machines-common-classic-setup-endpoints.md	8	0
1245	includes	includes/virtual-machines-common-classic-web-app-visual-studio.md	5	0
1246	includes	includes/virtual-machines-common-cli-deploy-templates.md	2	0
1247	includes	includes/virtual-machines-common-create-aad-work-id.md	17	0
1248	includes	includes/virtual-machines-common-endpoints-in-resource-manager.md	4	0
1249	includes	includes/virtual-machines-common-how-to-enable-write-accelerator.md	1	0
1250	includes	includes/virtual-machines-common-infrastructure-service-guidelines.md	8	0
1251	includes	includes/virtual-machines-common-load-balance.md	3	0
1252	includes	includes/virtual-machines-common-manage-availability.md	5	0
1253	includes	includes/virtual-machines-common-move-vm.md	4	0
1254	includes	includes/virtual-machines-common-network-overview.md	1	0
1255	includes	includes/virtual-machines-common-planned-maintenance.md	3	0
1256	includes	includes/virtual-machines-common-portal-create-fqdn.md	12	0
1257	includes	includes/virtual-machines-common-redeploy-to-new-node.md	5	0
1258	includes	includes/virtual-machines-common-regions-and-availability.md	2	0
1259	includes	includes/virtual-machines-common-scale-sets-visual-studio.md	11	0
1260	includes	includes/virtual-machines-common-states-lifecycle.md	1	0
1261	includes	includes/virtual-machines-common-tag.md	6	0
1262	includes	includes/virtual-machines-common-tag-usage.md	3	0
1263	includes	includes/virtual-machines-common-troubleshoot-app-connection.md	4	0
1264	includes	includes/virtual-machines-linux-tutorial-wordpress.md	1	0
1265	includes	includes/virtual-machines-log-on-win-server.md	2	0
1266	includes	includes/virtual-machines-planned-maintenance-schedule.md	2	0
1267	includes	includes/virtual-machines-security-monitoring.md	10	0
1268	includes	includes/virtual-machines-sql-server-akv-prepare.md	2	0
1269	includes	includes/virtual-machines-sql-server-configure-alwayson-availability-group-listener.md	3	0
1270	includes	includes/virtual-machines-sql-server-connection-steps.md	24	0
1271	includes	includes/virtual-machines-sql-server-connection-tcp-protocol.md	3	0
1272	includes	includes/virtual-machines-sql-server-remote-desktop-connect.md	2	0
1273	includes	includes/virtual-network-create-udr-scenario-include.md	1	0
1274	includes	includes/virtual-network-deploy-multinic-scenario-include.md	1	0
1275	includes	includes/virtual-network-deploy-static-pip-scenario-include.md	1	0
1276	includes	includes/virtual-network-multiple-ip-addresses-scenario.md	1	0
1277	includes	includes/virtual-networks-create-nsg-scenario-include.md	1	0
1278	includes	includes/virtual-networks-create-vnet-arm-pportal-include.md	7	0
1279	includes	includes/virtual-networks-create-vnet-arm-template-click-include.md	5	0
1280	includes	includes/virtual-networks-create-vnet-classic-pportal-include.md	7	0
1281	includes	includes/virtual-networks-create-vnet-scenario-include.md	1	0
1282	includes	includes/virtual-networks-static-ip-scenario-include.md	1	0
1283	includes	includes/vpn-gateway-add-dns-rm-portal-include.md	1	0
1284	includes	includes/vpn-gateway-add-gateway-portal-include.md	2	0
1285	includes	includes/vpn-gateway-add-gateway-subnet-portal-include.md	2	0
1286	includes	includes/vpn-gateway-add-gw-p2s-rm-portal-include.md	1	0
1287	includes	includes/vpn-gateway-add-gw-rm-portal-include.md	2	0
1288	includes	includes/vpn-gateway-add-gwsubnet-p2s-rm-portal-include.md	3	0
1289	includes	includes/vpn-gateway-add-gwsubnet-rm-portal-include.md	3	0
1290	includes	includes/vpn-gateway-add-lng-rm-portal-include.md	1	0
1291	includes	includes/vpn-gateway-add-local-network-gateway-portal-include.md	1	0
1292	includes	includes/vpn-gateway-add-site-to-site-connection-portal-include.md	1	0
1293	includes	includes/vpn-gateway-add-site-to-site-connection-rm-portal-include.md	2	0
1294	includes	includes/vpn-gateway-additional-address-space-include.md	3	0
1295	includes	includes/vpn-gateway-basic-p2s-vnet-rm-portal-include.md	7	0
1296	includes	includes/vpn-gateway-basic-vnet-rm-portal-include.md	5	0
1297	includes	includes/vpn-gateway-certificates-export-client-cert-include.md	7	0
1298	includes	includes/vpn-gateway-certificates-export-public-key-include.md	9	0
1299	includes	includes/vpn-gateway-certificates-install-mac-client-cert-include.md	2	0
1300	includes	includes/vpn-gateway-cloud-shell-powershell.md	5	0
1301	includes	includes/vpn-gateway-create-virtual-network-portal-include.md	1	0
1302	includes	includes/vpn-gateway-specify-dns-portal-include.md	1	0
1303	includes	includes/vpn-gateway-verify-connection-azureportal-classic.md	3	0
1304	includes	includes/vpn-gateway-verify-connection-portal-include.md	1	0
1305	includes	includes/vpn-gateway-verify-connection-portal-rm-include.md	1	0
1306	includes	includes/vpn-gateway-verify-connection-rm-include.md	1	0
1307	includes	includes/vs-azure-tools-docker-add-docker-support.md	2	0
1308	includes	includes/vs-create-blob-container-in-server-explorer.md	1	0
1309	includes	includes/vs-create-queue-in-server-explorer.md	1	0
1310	includes	includes/vs-docker-create-aspnetcore-app.md	2	0
1311	includes	includes/vs-install-cognitive-services-vsix.md	3	0
1312	includes	includes/vs-storage-aspnet-getting-started-setup-dev-env.md	3	0
1313	includes	includes/vs-storage-getting-started-tables-include.md	1	0
1314	includes	includes/web-sites-python-troubleshoot-deployment.md	2	0
1315	includes	includes/website-from-gallery.md	11	0

