**********************Check Process Result(CheckImageByService)**********************
Index	Service	File Path	Total Screenshots	Adapted Screenshots	Image File Name
369	service-fabric	articles/service-fabric/service-fabric-application-upgrade.md	1	0	
370	service-fabric	articles/service-fabric/service-fabric-application-upgrade-tutorial.md	4	0	
371	service-fabric	articles/service-fabric/service-fabric-application-upgrade-tutorial-powershell.md	1	0	
372	service-fabric	articles/service-fabric/service-fabric-architecture.md	1	0	
373	service-fabric	articles/service-fabric/service-fabric-backuprestoreservice.md	3	0	
374	service-fabric	articles/service-fabric/service-fabric-cicd-your-linux-application-with-jenkins.md	5	0	
375	service-fabric	articles/service-fabric/service-fabric-cloud-services-migration-differences.md	9	0	
376	service-fabric	articles/service-fabric/service-fabric-cloud-services-migration-worker-role-stateless-service.md	2	0	
377	service-fabric	articles/service-fabric/service-fabric-cluster-capacity.md	1	0	
378	service-fabric	articles/service-fabric/service-fabric-cluster-change-cert-thumbprint-to-cn.md	1	0	
379	service-fabric	articles/service-fabric/service-fabric-cluster-creation-create-template.md	1	0	
380	service-fabric	articles/service-fabric/service-fabric-cluster-creation-for-windows-server.md	1	0	
381	service-fabric	articles/service-fabric/service-fabric-cluster-creation-setup-aad.md	8	0	
382	service-fabric	articles/service-fabric/service-fabric-cluster-creation-via-portal.md	19	0	
383	service-fabric	articles/service-fabric/service-fabric-cluster-creation-via-visual-studio.md	3	0	
384	service-fabric	articles/service-fabric/service-fabric-cluster-delete.md	3	0	
385	service-fabric	articles/service-fabric/service-fabric-cluster-nodetypes.md	3	0	
386	service-fabric	articles/service-fabric/service-fabric-cluster-remote-connect-to-azure-cluster-node.md	4	0	
387	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-advanced-placement-rules-affinity.md	2	0	
388	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-advanced-placement-rules-placement-policies.md	3	0	
389	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-application-groups.md	2	0	
390	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-architecture.md	2	0	
391	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-balancing.md	5	0	
392	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-cluster-description.md	7	0	
393	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-defragmentation-metrics.md	1	0	
394	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-introduction.md	1	0	
395	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-metrics.md	4	0	
396	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-movement-cost.md	1	0	
397	service-fabric	articles/service-fabric/service-fabric-cluster-scale-up-down.md	1	0	
398	service-fabric	articles/service-fabric/service-fabric-cluster-security.md	2	0	
399	service-fabric	articles/service-fabric/service-fabric-cluster-security-update-certs-azure.md	7	0	
400	service-fabric	articles/service-fabric/service-fabric-cluster-upgrade.md	7	0	
401	service-fabric	articles/service-fabric/service-fabric-cluster-upgrade-windows-server.md	1	0	
402	service-fabric	articles/service-fabric/service-fabric-concepts-partitioning.md	8	0	
403	service-fabric	articles/service-fabric/service-fabric-concepts-replica-lifecycle.md	3	0	
404	service-fabric	articles/service-fabric/service-fabric-concepts-scalability.md	2	0	
405	service-fabric	articles/service-fabric/service-fabric-connect-and-communicate-with-services.md	9	0	
406	service-fabric	articles/service-fabric/service-fabric-containers.md	1	0	
407	service-fabric	articles/service-fabric/service-fabric-containers-view-logs.md	1	0	
408	service-fabric	articles/service-fabric/service-fabric-content-roadmap.md	10	0	
409	service-fabric	articles/service-fabric/service-fabric-create-your-first-application-in-visual-studio.md	14	0	
410	service-fabric	articles/service-fabric/service-fabric-create-your-first-linux-application-with-csharp.md	2	0	
411	service-fabric	articles/service-fabric/service-fabric-create-your-first-linux-application-with-java.md	4	0	
412	service-fabric	articles/service-fabric/service-fabric-debugging-your-application.md	14	0	
413	service-fabric	articles/service-fabric/service-fabric-deploy-container-linux.md	1	0	
414	service-fabric	articles/service-fabric/service-fabric-deploy-existing-app.md	3	0	
415	service-fabric	articles/service-fabric/service-fabric-develop-csharp-applications-with-vs-code.md	13	0	
416	service-fabric	articles/service-fabric/service-fabric-develop-java-applications-with-vs-code.md	11	0	
417	service-fabric	articles/service-fabric/service-fabric-diagnostics-collect-logs-without-an-agent.md	2	0	
418	service-fabric	articles/service-fabric/service-fabric-diagnostics-common-scenarios.md	12	0	
419	service-fabric	articles/service-fabric/service-fabric-diagnostics-containers-windowsserver.md	3	0	
420	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-aggregation-eventflow.md	1	0	
421	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-aggregation-wad.md	3	0	
422	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-analysis-appinsights.md	5	0	
423	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-analysis-oms.md	24	0	
424	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-monitor-and-diagnose-services-locally.md	1	0	
425	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-report-and-check-service-health.md	7	0	
426	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-setup-wad.md	1	0	
427	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-use-elasticsearch.md	2	0	
428	service-fabric	articles/service-fabric/service-fabric-diagnostics-oms-agent.md	7	0	
429	service-fabric	articles/service-fabric/service-fabric-diagnostics-overview.md	5	0	
430	service-fabric	articles/service-fabric/service-fabric-diagnostics-troubleshoot-common-scenarios.md	1	0	
431	service-fabric	articles/service-fabric/service-fabric-disaster-recovery.md	1	0	
432	service-fabric	articles/service-fabric/service-fabric-dnsservice.md	4	0	
433	service-fabric	articles/service-fabric/service-fabric-get-started-azure-cluster.md	5	0	
434	service-fabric	articles/service-fabric/service-fabric-get-started-containers.md	5	0	
435	service-fabric	articles/service-fabric/service-fabric-get-started-containers-linux.md	2	0	
436	service-fabric	articles/service-fabric/service-fabric-get-started-eclipse.md	4	0	
437	service-fabric	articles/service-fabric/service-fabric-get-started-linux.md	2	0	
438	service-fabric	articles/service-fabric/service-fabric-get-started-mac.md	3	0	
439	service-fabric	articles/service-fabric/service-fabric-get-started-standalone-cluster.md	1	0	
440	service-fabric	articles/service-fabric/service-fabric-get-started-tomcat.md	3	0	
441	service-fabric	articles/service-fabric/service-fabric-get-started-with-a-local-cluster.md	16	0	
442	service-fabric	articles/service-fabric/service-fabric-health-introduction.md	5	0	
443	service-fabric	articles/service-fabric/service-fabric-host-app-in-a-container.md	3	0	
444	service-fabric	articles/service-fabric/service-fabric-hosting-model.md	6	0	
445	service-fabric	articles/service-fabric/service-fabric-image-store-connection-string.md	2	0	
446	service-fabric	articles/service-fabric/service-fabric-manage-application-in-visual-studio.md	6	0	
447	service-fabric	articles/service-fabric/service-fabric-manage-multiple-environment-app-configuration.md	2	0	
448	service-fabric	articles/service-fabric/service-fabric-overview.md	5	0	
449	service-fabric	articles/service-fabric/service-fabric-overview-microservices.md	3	0	
450	service-fabric	articles/service-fabric/service-fabric-package-apps.md	1	0	
451	service-fabric	articles/service-fabric/service-fabric-patch-orchestration-application.md	3	0	
452	service-fabric	articles/service-fabric/service-fabric-patterns-and-scenarios.md	8	0	
453	service-fabric	articles/service-fabric/service-fabric-publish-app-remote-cluster.md	5	0	
454	service-fabric	articles/service-fabric/service-fabric-quickstart-actor-service.md	11	0	
455	service-fabric	articles/service-fabric/service-fabric-quickstart-containers.md	4	0	
456	service-fabric	articles/service-fabric/service-fabric-quickstart-containers-linux.md	6	0	
457	service-fabric	articles/service-fabric/service-fabric-quickstart-dotnet.md	18	2	publish-app.png;upgrade-app.png
458	service-fabric	articles/service-fabric/service-fabric-quickstart-java.md	10	0	
459	service-fabric	articles/service-fabric/service-fabric-quickstart-java-spring-boot.md	9	0	
460	service-fabric	articles/service-fabric/service-fabric-reliable-actors-get-started.md	9	0	
461	service-fabric	articles/service-fabric/service-fabric-reliable-actors-introduction.md	3	0	
462	service-fabric	articles/service-fabric/service-fabric-reliable-actors-lifecycle.md	1	0	
463	service-fabric	articles/service-fabric/service-fabric-reliable-actors-platform.md	4	0	
464	service-fabric	articles/service-fabric/service-fabric-reliable-actors-polymorphism.md	1	0	
465	service-fabric	articles/service-fabric/service-fabric-reliable-services-backup-restore.md	2	0	
466	service-fabric	articles/service-fabric/service-fabric-reliable-services-communication-aspnetcore.md	5	0	
467	service-fabric	articles/service-fabric/service-fabric-reliable-services-introduction.md	1	0	
468	service-fabric	articles/service-fabric/service-fabric-reliable-services-platform-architecture.md	2	0	
469	service-fabric	articles/service-fabric/service-fabric-reliable-services-quick-start.md	6	0	
470	service-fabric	articles/service-fabric/service-fabric-reliable-services-quick-start-java.md	1	0	
471	service-fabric	articles/service-fabric/service-fabric-reliable-services-reliable-collections.md	1	0	
472	service-fabric	articles/service-fabric/service-fabric-reverseproxy.md	2	0	
473	service-fabric	articles/service-fabric/service-fabric-reverseproxy-setup.md	4	0	
474	service-fabric	articles/service-fabric/service-fabric-testability-actions.md	1	0	
475	service-fabric	articles/service-fabric/service-fabric-testability-overview.md	1	0	
476	service-fabric	articles/service-fabric/service-fabric-tutorial-containers-failover.md	3	0	
477	service-fabric	articles/service-fabric/service-fabric-tutorial-create-dotnet-app.md	24	0	
478	service-fabric	articles/service-fabric/service-fabric-tutorial-create-java-app.md	11	0	
479	service-fabric	articles/service-fabric/service-fabric-tutorial-deploy-api-management.md	1	0	
480	service-fabric	articles/service-fabric/service-fabric-tutorial-deploy-app-to-party-cluster.md	6	0	
481	service-fabric	articles/service-fabric/service-fabric-tutorial-deploy-app-with-cicd-vsts.md	22	0	
482	service-fabric	articles/service-fabric/service-fabric-tutorial-deploy-run-containers.md	2	0	
483	service-fabric	articles/service-fabric/service-fabric-tutorial-dotnet-app-enable-https-endpoint.md	4	0	
484	service-fabric	articles/service-fabric/service-fabric-tutorial-java-deploy-azure.md	4	0	
485	service-fabric	articles/service-fabric/service-fabric-tutorial-java-elk.md	3	0	
486	service-fabric	articles/service-fabric/service-fabric-tutorial-java-jenkins.md	4	0	
487	service-fabric	articles/service-fabric/service-fabric-tutorial-monitoring-aspnet.md	14	0	
488	service-fabric	articles/service-fabric/service-fabric-tutorial-monitoring-wincontainers.md	7	0	
489	service-fabric	articles/service-fabric/service-fabric-tutorial-standalone-cluster.md	7	0	
490	service-fabric	articles/service-fabric/service-fabric-view-entities-aggregated-health.md	1	0	
491	service-fabric	articles/service-fabric/service-fabric-visualizing-your-cluster.md	7	0	
492	service-fabric	articles/service-fabric/service-fabric-visualstudio-configure-secure-connections.md	2	0	
493	service-fabric	articles/service-fabric/service-fabric-vso-load-test.md	10	0	
494	site-recovery	articles/site-recovery/azure-to-azure-about-networking.md	2	0	
495	site-recovery	articles/site-recovery/azure-to-azure-autoupdate.md	3	0	
496	site-recovery	articles/site-recovery/azure-to-azure-how-to-enable-replication.md	6	0	
497	site-recovery	articles/site-recovery/azure-to-azure-quickstart.md	9	0	
498	site-recovery	articles/site-recovery/azure-to-azure-troubleshoot-errors.md	1	0	
499	site-recovery	articles/site-recovery/azure-to-azure-tutorial-enable-replication.md	2	0	
500	site-recovery	articles/site-recovery/azure-to-azure-tutorial-failover-failback.md	2	0	
501	site-recovery	articles/site-recovery/azure-to-azure-walkthrough-architecture.md	5	0	
502	site-recovery	articles/site-recovery/azure-to-azure-walkthrough-enable-replication.md	5	0	
503	site-recovery	articles/site-recovery/azure-to-azure-walkthrough-network.md	2	0	
504	site-recovery	articles/site-recovery/azure-vm-disaster-recovery-with-expressroute.md	4	0	
505	site-recovery	articles/site-recovery/concepts-azure-to-azure-architecture.md	5	0	
506	site-recovery	articles/site-recovery/concepts-expressroute-with-site-recovery.md	1	0	
507	site-recovery	articles/site-recovery/concepts-hyper-v-to-azure-architecture.md	11	0	
508	site-recovery	articles/site-recovery/concepts-network-security-group-with-site-recovery.md	1	0	
509	site-recovery	articles/site-recovery/concepts-physical-to-azure-architecture.md	3	0	
510	site-recovery	articles/site-recovery/concepts-traffic-manager-with-site-recovery.md	7	0	
511	site-recovery	articles/site-recovery/concepts-vmware-to-azure-architecture.md	3	0	
512	site-recovery	articles/site-recovery/hyper-v-azure-architecture.md	6	0	
513	site-recovery	articles/site-recovery/hyper-v-azure-deployment-planner-cost-estimation.md	3	0	
514	site-recovery	articles/site-recovery/hyper-v-azure-troubleshoot.md	4	0	
515	site-recovery	articles/site-recovery/hyper-v-azure-tutorial.md	6	0	
516	site-recovery	articles/site-recovery/hyper-v-deployment-planner-analyze-report.md	19	0	
517	site-recovery	articles/site-recovery/hyper-v-deployment-planner-run.md	2	0	
518	site-recovery	articles/site-recovery/hyper-v-exclude-disk.md	6	0	
519	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-architecture.md	6	0	
520	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-capacity.md	1	0	
521	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-create-vault.md	1	0	
522	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-enable-replication.md	5	0	
523	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-network.md	3	0	
524	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-replication.md	2	0	
525	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-source-target.md	7	0	
526	site-recovery	articles/site-recovery/hyper-v-site-walkthrough-test-failover.md	3	0	
527	site-recovery	articles/site-recovery/hyper-v-vmm-architecture.md	1	0	
528	site-recovery	articles/site-recovery/hyper-v-vmm-azure-tutorial.md	4	0	
529	site-recovery	articles/site-recovery/hyper-v-vmm-disaster-recovery.md	4	0	
530	site-recovery	articles/site-recovery/hyper-v-vmm-networking.md	4	0	
531	site-recovery	articles/site-recovery/hyper-v-vmm-performance-results.md	11	0	
532	site-recovery	articles/site-recovery/hyper-v-vmm-test-failover.md	1	0	
533	site-recovery	articles/site-recovery/index.md	12	0	
534	site-recovery	articles/site-recovery/migrate-tutorial-aws-azure.md	1	0	
535	site-recovery	articles/site-recovery/migrate-tutorial-on-premises-azure.md	2	0	
536	site-recovery	articles/site-recovery/migrate-tutorial-windows-server-2008.md	7	0	
537	site-recovery	articles/site-recovery/physical-azure-architecture.md	3	0	
538	site-recovery	articles/site-recovery/physical-azure-disaster-recovery.md	3	0	
539	site-recovery	articles/site-recovery/physical-azure-set-up-source.md	4	0	
540	site-recovery	articles/site-recovery/physical-azure-set-up-target.md	1	0	
541	site-recovery	articles/site-recovery/physical-manage-configuration-server.md	8	0	
542	site-recovery	articles/site-recovery/physical-walkthrough-architecture.md	3	0	
543	site-recovery	articles/site-recovery/physical-walkthrough-capacity.md	1	0	
544	site-recovery	articles/site-recovery/physical-walkthrough-enable-replication.md	2	0	
545	site-recovery	articles/site-recovery/physical-walkthrough-network.md	2	0	
546	site-recovery	articles/site-recovery/physical-walkthrough-replication.md	1	0	
547	site-recovery	articles/site-recovery/physical-walkthrough-source-target.md	1	0	
548	site-recovery	articles/site-recovery/physical-walkthrough-test-failover.md	1	0	
549	site-recovery	articles/site-recovery/recovery-plan-overview.md	2	0	
550	site-recovery	articles/site-recovery/site-recovery-active-directory.md	8	0	
551	site-recovery	articles/site-recovery/site-recovery-azure-to-azure.md	9	0	
552	site-recovery	articles/site-recovery/site-recovery-azure-to-azure-architecture.md	5	0	
553	site-recovery	articles/site-recovery/site-recovery-azure-to-azure-troubleshoot.md	3	0	
554	site-recovery	articles/site-recovery/site-recovery-capacity-planner.md	8	0	
555	site-recovery	articles/site-recovery/site-recovery-capacity-planning-for-hyper-v-replication.md	6	0	
556	site-recovery	articles/site-recovery/site-recovery-citrix-xenapp-and-xendesktop.md	4	0	
557	site-recovery	articles/site-recovery/site-recovery-components.md	8	0	
558	site-recovery	articles/site-recovery/site-recovery-create-recovery-plans.md	2	0	
559	site-recovery	articles/site-recovery/site-recovery-dynamics-ax.md	6	0	
560	site-recovery	articles/site-recovery/site-recovery-failback-azure-to-vmware.md	46	0	
561	site-recovery	articles/site-recovery/site-recovery-failback-azure-to-vmware-classic.md	12	0	
562	site-recovery	articles/site-recovery/site-recovery-failback-azure-to-vmware-new.md	3	0	
563	site-recovery	articles/site-recovery/site-recovery-failover.md	2	0	
564	site-recovery	articles/site-recovery/site-recovery-failover-to-azure-troubleshoot.md	4	0	
565	site-recovery	articles/site-recovery/site-recovery-faq.md	1	0	
566	site-recovery	articles/site-recovery/site-recovery-file-server.md	4	0	
567	site-recovery	articles/site-recovery/site-recovery-how-to-reprotect-azure-to-azure.md	4	0	
568	site-recovery	articles/site-recovery/site-recovery-hyper-v-azure-architecture.md	4	0	
569	site-recovery	articles/site-recovery/site-recovery-hyper-v-deployment-planner-analyze-report.md	19	0	
570	site-recovery	articles/site-recovery/site-recovery-hyper-v-deployment-planner-cost-estimation.md	2	0	
571	site-recovery	articles/site-recovery/site-recovery-hyper-v-deployment-planner-run.md	2	0	
572	site-recovery	articles/site-recovery/site-recovery-hyper-v-site-to-azure.md	24	0	
573	site-recovery	articles/site-recovery/site-recovery-hyper-v-site-to-azure-classic.md	18	0	
574	site-recovery	articles/site-recovery/site-recovery-iis.md	3	0	
575	site-recovery	articles/site-recovery/site-recovery-manage-network-interfaces-on-premises-to-azure.md	2	0	
576	site-recovery	articles/site-recovery/site-recovery-migrate-aws-to-azure.md	6	0	
577	site-recovery	articles/site-recovery/site-recovery-monitor-and-troubleshoot.md	6	0	
578	site-recovery	articles/site-recovery/site-recovery-monitoring-and-troubleshooting.md	23	0	
579	site-recovery	articles/site-recovery/site-recovery-network-design.md	8	0	
580	site-recovery	articles/site-recovery/site-recovery-network-mapping-azure-to-azure.md	8	0	
581	site-recovery	articles/site-recovery/site-recovery-physical-to-azure.md	5	0	
582	site-recovery	articles/site-recovery/site-recovery-plan-capacity-vmware.md	5	0	
583	site-recovery	articles/site-recovery/site-recovery-protection-common-errors.md	21	0	
584	site-recovery	articles/site-recovery/site-recovery-replicate-azure-to-azure.md	8	0	
585	site-recovery	articles/site-recovery/site-recovery-retain-ip-azure-vm-failover.md	6	6	azure-to-azure-connectivity-before-failover2.png;azure-to-azure-connectivity-full-region-failover2.png;azure-to-azure-connectivity-isolated-application-after-failover2.png;azure-to-azure-connectivity-isolated-application-before-failover2.png;on-premises-to-azure-connectivity-after-failover2.png;on-premises-to-azure-connectivity-before-failover2.png
586	site-recovery	articles/site-recovery/site-recovery-runbook-automation.md	19	0	
587	site-recovery	articles/site-recovery/site-recovery-runbook-automation-new.md	7	0	
588	site-recovery	articles/site-recovery/site-recovery-sap.md	5	0	
589	site-recovery	articles/site-recovery/site-recovery-sharepoint.md	11	0	
590	site-recovery	articles/site-recovery/site-recovery-sql.md	14	0	
591	site-recovery	articles/site-recovery/site-recovery-test-failover-to-azure.md	2	0	
592	site-recovery	articles/site-recovery/site-recovery-vmm-to-azure.md	35	0	
593	site-recovery	articles/site-recovery/site-recovery-vmm-to-azure-classic.md	26	0	
594	site-recovery	articles/site-recovery/site-recovery-vmware-deployment-planner-analyze-report.md	17	0	
595	site-recovery	articles/site-recovery/site-recovery-vmware-deployment-planner-cost-estimation.md	3	0	
596	site-recovery	articles/site-recovery/site-recovery-vmware-deployment-planner-run.md	1	0	
597	site-recovery	articles/site-recovery/site-recovery-vmware-setup-azure-ps-classic.md	4	0	
598	site-recovery	articles/site-recovery/site-recovery-vmware-to-azure.md	25	0	
599	site-recovery	articles/site-recovery/site-recovery-vmware-to-azure-classic.md	48	0	
600	site-recovery	articles/site-recovery/site-recovery-vmware-to-azure-classic-legacy.md	58	0	
601	site-recovery	articles/site-recovery/tutorial-hyper-v-to-azure.md	8	0	
602	site-recovery	articles/site-recovery/tutorial-hyper-v-vmm-to-azure.md	8	0	
603	site-recovery	articles/site-recovery/tutorial-migrate-aws-to-azure.md	2	0	
604	site-recovery	articles/site-recovery/tutorial-migrate-azure-to-azure.md	3	0	
605	site-recovery	articles/site-recovery/tutorial-migrate-on-premises-to-azure.md	2	0	
606	site-recovery	articles/site-recovery/tutorial-physical-to-azure.md	4	0	
607	site-recovery	articles/site-recovery/tutorial-prepare-azure.md	3	0	
608	site-recovery	articles/site-recovery/tutorial-vmware-to-azure.md	10	0	
609	site-recovery	articles/site-recovery/upgrade-site-recovery-vaults.md	2	0	
610	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-architecture.md	6	0	
611	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-capacity.md	1	0	
612	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-create-vault.md	1	0	
613	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-enable-replication.md	6	0	
614	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-network.md	3	0	
615	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-network-mapping.md	2	0	
616	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-replication.md	3	0	
617	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-source-target.md	15	0	
618	site-recovery	articles/site-recovery/vmm-to-azure-walkthrough-test-failover.md	3	0	
619	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-architecture.md	1	0	
620	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-create-vault.md	1	0	
621	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-enable-replication.md	3	0	
622	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-network.md	4	0	
623	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-network-mapping.md	1	0	
624	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-replication.md	3	0	
625	site-recovery	articles/site-recovery/vmm-to-vmm-walkthrough-source-target.md	9	0	
626	site-recovery	articles/site-recovery/vmware-azure-architecture.md	3	0	
627	site-recovery	articles/site-recovery/vmware-azure-deploy-configuration-server.md	3	0	
628	site-recovery	articles/site-recovery/vmware-azure-enable-replication.md	6	0	
629	site-recovery	articles/site-recovery/vmware-azure-exclude-disk.md	6	0	
630	site-recovery	articles/site-recovery/vmware-azure-install-linux-master-target.md	59	0	
631	site-recovery	articles/site-recovery/vmware-azure-install-mobility-service.md	2	0	
632	site-recovery	articles/site-recovery/vmware-azure-manage-configuration-server.md	6	0	
633	site-recovery	articles/site-recovery/vmware-azure-manage-vcenter.md	3	0	
634	site-recovery	articles/site-recovery/vmware-azure-mobility-deploy-automation-dsc.md	8	0	
635	site-recovery	articles/site-recovery/vmware-azure-mobility-install-configuration-mgr.md	13	0	
636	site-recovery	articles/site-recovery/vmware-azure-multi-tenant-csp-disaster-recovery.md	10	0	
637	site-recovery	articles/site-recovery/vmware-azure-multi-tenant-overview.md	6	0	
638	site-recovery	articles/site-recovery/vmware-azure-reprotect.md	2	0	
639	site-recovery	articles/site-recovery/vmware-azure-set-up-process-server-azure.md	3	0	
640	site-recovery	articles/site-recovery/vmware-azure-set-up-process-server-scale.md	1	0	
641	site-recovery	articles/site-recovery/vmware-azure-set-up-replication.md	9	0	
642	site-recovery	articles/site-recovery/vmware-azure-set-up-source.md	4	0	
643	site-recovery	articles/site-recovery/vmware-azure-set-up-target.md	1	0	
644	site-recovery	articles/site-recovery/vmware-azure-troubleshoot-replication.md	4	0	
645	site-recovery	articles/site-recovery/vmware-azure-tutorial.md	3	0	
646	site-recovery	articles/site-recovery/vmware-azure-tutorial-failover-failback.md	1	0	
647	site-recovery	articles/site-recovery/vmware-walkthrough-architecture.md	3	0	
648	site-recovery	articles/site-recovery/vmware-walkthrough-capacity.md	4	0	
649	site-recovery	articles/site-recovery/vmware-walkthrough-create-vault.md	1	0	
650	site-recovery	articles/site-recovery/vmware-walkthrough-enable-replication.md	5	0	
651	site-recovery	articles/site-recovery/vmware-walkthrough-overview.md	1	0	
652	site-recovery	articles/site-recovery/vmware-walkthrough-replication.md	1	0	
653	site-recovery	articles/site-recovery/vmware-walkthrough-source-target.md	2	0	
654	site-recovery	articles/site-recovery/vmware-walkthrough-test-failover.md	1	0	
655	sql-server-stretch-database	articles/sql-server-stretch-database/index.md	10	0	
656	sql-server-stretch-database	articles/sql-server-stretch-database/sql-server-stretch-database-encryption-tde.md	2	0	
657	stream-analytics	articles/stream-analytics/index.md	2	0	
658	stream-analytics	articles/stream-analytics/stream-analytics-build-an-iot-solution-using-stream-analytics.md	2	0	
659	stream-analytics	articles/stream-analytics/stream-analytics-clean-up-your-job.md	2	0	
660	stream-analytics	articles/stream-analytics/stream-analytics-compatibility-level.md	1	0	
661	stream-analytics	articles/stream-analytics/stream-analytics-define-outputs.md	7	0	
662	stream-analytics	articles/stream-analytics/stream-analytics-documentdb-output.md	2	0	
663	stream-analytics	articles/stream-analytics/stream-analytics-edge.md	6	0	
664	stream-analytics	articles/stream-analytics/stream-analytics-error-policy.md	1	0	
665	stream-analytics	articles/stream-analytics/stream-analytics-event-handling.md	2	0	
666	stream-analytics	articles/stream-analytics/stream-analytics-event-hub-consumer-groups.md	1	0	
667	stream-analytics	articles/stream-analytics/stream-analytics-functions-redis.md	10	0	
668	stream-analytics	articles/stream-analytics/stream-analytics-get-started.md	8	0	
669	stream-analytics	articles/stream-analytics/stream-analytics-get-started-with-iot-devices.md	15	0	
670	stream-analytics	articles/stream-analytics/stream-analytics-high-frequency-trading.md	4	0	
671	stream-analytics	articles/stream-analytics/stream-analytics-introduction.md	2	0	
672	stream-analytics	articles/stream-analytics/stream-analytics-job-diagnostic-logs.md	4	0	
673	stream-analytics	articles/stream-analytics/stream-analytics-job-diagram-with-metrics.md	6	0	
674	stream-analytics	articles/stream-analytics/stream-analytics-login-credentials-inputs-outputs.md	5	0	
675	stream-analytics	articles/stream-analytics/stream-analytics-machine-learning-anomaly-detection.md	4	0	
676	stream-analytics	articles/stream-analytics/stream-analytics-machine-learning-integration-tutorial.md	32	0	
677	stream-analytics	articles/stream-analytics/stream-analytics-malformed-events.md	2	0	
678	stream-analytics	articles/stream-analytics/stream-analytics-manage-job.md	12	0	
679	stream-analytics	articles/stream-analytics/stream-analytics-monitor-jobs-use-vs.md	3	0	
680	stream-analytics	articles/stream-analytics/stream-analytics-monitoring.md	3	0	
681	stream-analytics	articles/stream-analytics/stream-analytics-operation-logs.md	10	0	
682	stream-analytics	articles/stream-analytics/stream-analytics-power-bi-dashboard.md	20	0	
683	stream-analytics	articles/stream-analytics/stream-analytics-quick-create-portal.md	10	0	
684	stream-analytics	articles/stream-analytics/stream-analytics-quick-create-vs.md	12	0	
685	stream-analytics	articles/stream-analytics/stream-analytics-real-time-fraud-detection.md	30	0	
686	stream-analytics	articles/stream-analytics/stream-analytics-resource-health.md	2	0	
687	stream-analytics	articles/stream-analytics/stream-analytics-run-a-job.md	6	0	
688	stream-analytics	articles/stream-analytics/stream-analytics-scale-jobs.md	6	0	
689	stream-analytics	articles/stream-analytics/stream-analytics-scale-with-ml-functions.md	3	0	
690	stream-analytics	articles/stream-analytics/stream-analytics-select-into.md	10	0	
691	stream-analytics	articles/stream-analytics/stream-analytics-set-up-alerts.md	8	1	06-stream-analytics-set-up-alerts.png
692	stream-analytics	articles/stream-analytics/stream-analytics-test-query.md	3	0	
693	stream-analytics	articles/stream-analytics/stream-analytics-tools-for-visual-studio-edge-jobs.md	10	0	
694	stream-analytics	articles/stream-analytics/stream-analytics-tools-for-visual-studio-install.md	2	0	
695	stream-analytics	articles/stream-analytics/stream-analytics-tools-for-vs.md	19	0	
696	stream-analytics	articles/stream-analytics/stream-analytics-tools-visual-studio-cicd-vsts.md	17	0	
697	stream-analytics	articles/stream-analytics/stream-analytics-twitter-sentiment-analysis-trends.md	20	0	
698	stream-analytics	articles/stream-analytics/stream-analytics-vs-tools.md	9	0	
699	stream-analytics	articles/stream-analytics/stream-analytics-vs-tools-local-run.md	11	0	
700	stream-analytics	articles/stream-analytics/stream-analytics-window-functions.md	5	0	
